item_id,penman_notation
B.393,"# ::tok Not just physically but intellectually , emotionally .
(a / and~0
    :op1 (p / physical~2
        :mod (j / just~1
            :polarity -~0))
    :op2 (i / intellectual~4)
    :op3 (e / emotion~6))
"
B.394,"# ::tok Fleas infected with plague literally starve .
(s / starve-01~5
    :ARG1 (d / disease~0
        :name (n / name~0
            :op1 ""Plague""~0)
        :ARG1-of (i / infect-01~1
            :ARG2 (d2 / disease~0
                :name (n2 / name~0
                    :op1 ""Plague""~3))))
    :mod (l / literal~4))
"
B.395,"# ::tok And stitches all over the place .
(a2 / and~0
    :op2 (s / stitch-01~1
        :location (a / all-over~3
            :op1 (p / place~5))))
"
B.396,"# ::tok In fact , he looked downright uncomfortable .
(l / look-02~4
    :ARG0 (h / he~3)
    :ARG1 (c / comfortable-02~6
        :ARG1 h
        :degree (d / downright~5)
        :polarity -~4)
    :mod (i / in-fact~0))
"
B.397,"# ::tok Violent moons around a dead planet .
(m / moon~1
    :location (a / around~2
        :op1 (p / planet~5
            :ARG1-of (d / die-01~4)))
    :mod (v / violent~0))
"
B.398,"# ::tok I was so embarrassed , so ashamed .
(a / and~4
    :op1 (e / embarrass-01~3
        :ARG1 (i / i~0)
        :degree (s2 / so~2))
    :op2 (s / shame-02~6
        :ARG1 i
        :degree s2))
"
B.399,"# ::tok I needed to test your methodology .
(n / need-01~1
    :ARG0 (i / i~0)
    :ARG1 (t / test-01~3
        :ARG0 i
        :ARG1 (m / methodology~5
            :poss (y / you~4))))
"
B.400,"# ::tok We went hiking at Bear Mountain .
(g / go-02~1
    :ARG0 (w / we~0)
    :ARG1 (h / hike-02~2
        :ARG1 (m / mountain~5
            :name (n / name~4
                :op1 ""Bear""~4
                :op2 ""Mountain""~5))))
"
B.401,"# ::tok Wild horses could n't keep me away .
(p / possible-01~2
    :ARG1 (k / keep-04~4
        :ARG0 (h / horse~1
            :mod (w / wild~0))
        :ARG1 (i / i~5)
        :ARG2 (a / away~6))
    :polarity -~3)
"
B.402,"# ::tok They fled Russia after the revolution .
(f / flee-05~1
    :ARG0 (t / they~0)
    :ARG1 (c / country~2
        :name (n / name~2
            :op1 ""Russia""~2))
    :time (a / after~3
        :op1 (r / revolution-03~5)))
"
B.403,"# ::tok Were narrow field stones set perpendicular ?
(s / set-01~4
    :ARG1 (s2 / stone~3
        :mod (f / field~2
            :ARG1-of (n / narrow-02~1)))
    :ARG2 (p / perpendicular~5)
    :polarity (a / amr-unknown~6))
"
B.404,"# ::tok Could a spark explode the fuel ?
(p / possible-01~0
    :ARG1 (e / explode-01~3
        :ARG0 (s / spark-01~2)
        :ARG1 (f / fuel~5))
    :polarity (a / amr-unknown~6))
"
B.405,"# ::tok Let this be quick and simple .
(l / let-01~0
    :ARG0 (y / you~0)
    :ARG1 (a / and~4
        :op1 (q / quick-02~3
            :ARG1 (t / this~1))
        :op2 (s / simple-02~5
            :ARG1 t))
    :mode imperative~0)
"
B.406,"# ::tok Three large ones and three small .
(a / and~3
    :op1 (o / one~2
        :quant 3~0
        :mod (l / large~1))
    :op2 (o2 / one~2
        :quant 3~4
        :mod (s / small~5)))
"
B.407,"# ::tok Her feathery blond hair hung limp .
(h2 / hang-01~4
    :ARG1 (h / hair~3
        :mod (b / blonde~2)
        :mod (f / feathery~1)
        :part-of (s / she~0))
    :manner (l / limp~5))
"
B.408,"# ::tok And the criminal investigation will continue .
(a / and~0
    :op2 (c / continue-01~5
        :ARG1 (i / investigate-01~3
            :ARG1 (c2 / crime-02~2))))
"
B.409,"# ::tok But then somehow I stopped myself .
(c / contrast-01~0
    :ARG2 (s2 / stop-01~4
        :ARG0 (i / i~3)
        :ARG1 i
        :manner (s / somehow~2)
        :time (t / then~1)))
"
B.410,"# ::tok She started moving the excavated sand .
(s3 / start-01~1
    :ARG0 (s2 / she~0)
    :ARG1 (m / move-01~2
        :ARG0 s2
        :ARG1 (s / sand~5
            :ARG1-of (e / excavate-01~4))))
"
B.411,"# ::tok I had bullets in that gun !
(h / have-03~1
    :ARG0 (i / i~0)
    :ARG1 (b / bullet~2)
    :location (g / gun~5
        :mod (t / that~4)))
"
B.412,"# ::tok The evidence is contradictory , at best .
(c / contradict-01~3
    :ARG0 (e / evidence-01~1)
    :mod (a / at-best~6))
"
B.413,"# ::tok They deal in commercial property investments .
(d / deal-01~1
    :ARG0 (t / they~0)
    :ARG2 (i / invest-01~5
        :ARG2 (p / property~4
            :mod (c / commerce~3))))
"
B.414,"# ::tok Fishes swimming in a turquoise paradise .
(s / swim-01~1
    :ARG0 (f / fish-01~0)
    :location (p / paradise~5
        :mod (t / turquoise~4)))
"
B.415,"# ::tok The bathroom needed a complete scrubbing .
(n / need-01~2
    :ARG0 (b / bathroom~1)
    :ARG1 (s / scrub-01~5
        :ARG1 b
        :ARG1-of (c / complete-02~4)))
"
B.416,"# ::tok He 's in the quantum physics department .
(h2 / he~0
    :ARG0-of (h / have-org-role-91~2
        :ARG1 (d / department~6
            :topic (p / physics~5
                :mod (q / quantum~4)))))
"
B.417,"# ::tok He was too skinny , almost skeletal .
(h / have-degree-91~2
    :ARG1 (h2 / he~0)
    :ARG2 (s2 / skinny~3)
    :ARG3 (t / too~2)
    :mod (s / skeletal~6
        :mod (a / almost~5)))
"
B.418,"# ::tok Talk about a wild goose chase ....
(t / talk-01~0
    :ARG1 (c / chase-01~5
        :ARG1 (g / goose~4
            :mod (w / wild~3))))
"
B.419,"# ::tok Something big got the ball rolling .
(g / get-04~2
    :ARG0 (s / something~0
        :mod (b2 / big~1))
    :ARG1 (r / roll-01~5
        :ARG1 (b / ball~4)))
"
B.420,"# ::tok Another spike in unemployment was predicted .
(p / predict-01~5
    :ARG1 (s / spike-04~1
        :ARG1 (e / employ-01~3
            :polarity -~2)
        :mod (a / another~0)))
"
B.421,"# ::tok Opposite ends of the same axis .
(e / end~1
    :ARG1-of (o / opposite-01~0)
    :part-of (a / axis~5
        :ARG1-of (s / same-01~4)))
"
B.422,"# ::tok I enjoy her chocolate fudge cake .
(e / enjoy-01~1
    :ARG0 (i / i~0)
    :ARG1 (c / cake~5
        :mod (f / fudge~4
            :mod (c2 / chocolate~3))
        :poss (s / she~2)))
"
B.423,"# ::tok The cold spring weather helped little .
(h / help-01~4
    :ARG0 (w / weather~3
        :ARG1-of (c / cold-01~1)
        :time (d / date-entity~2
            :season (s / spring~2)))
    :degree (l / little~5))
"
B.424,"# ::tok The emperor of the despondent kingdom .
(p / person~1
    :ARG0-of (h / have-org-role-91~1
        :ARG1 (k / kingdom~5
            :mod (d / despondent~4))
        :ARG2 (e / emperor~1)))
"
B.425,"# ::tok She leaned over him , sobbing openly .
(l / lean-01~1
    :ARG1 (s / she~0
        :manner (s2 / sob-01~5
            :ARG0 s
            :ARG1-of (o / open-04~6)))
    :ARG2 (o2 / over~2
        :op1 (h / he~3)))
"
B.426,"# ::tok She stirred sugar into her tea .
(s2 / stir-01~1
    :ARG0 (s / she~0)
    :ARG1 (s3 / sugar~2)
    :destination (t / tea~5
        :poss s))
"
B.427,"# ::tok No stuffed animals resembling a kangaroo ?
(a2 / animal~2
    :ARG1-of (s / stuff-01~1)
    :ARG1-of (r / resemble-01~3
        :ARG2 (k / kangaroo~5))
    :polarity -~0
    :polarity (a / amr-unknown~6))
"
B.428,"# ::tok There was shouting and loud noises .
(a / and~3
    :op1 (s / shout-01~2)
    :op2 (n / noise~5
        :mod (l / loud~4)))
"
B.429,"# ::tok She looked like a fairy princess .
(l / look-02~1
    :ARG0 (s / she~0)
    :ARG1 (p / princess~5
        :mod (f / fairy~4)))
"
B.430,"# ::tok Her wisdom and foresight is evident .
(e / evidence-01~5
    :ARG1 (a / and~2
        :op1 (w / wise~1
            :domain (s / she~0))
        :op2 (f / foresee-01~3
            :ARG0 s)))
"
B.431,"# ::tok To sell on the black market ?
(h / have-purpose-91~0
    :ARG2 (s / sell-01~1
        :location (m / market~5
            :ARG1-of (b / black-07~4)))
    :polarity (a / amr-unknown~6))
"
B.432,"# ::tok I ignored his arrogant little comment .
(i2 / ignore-01~1
    :ARG0 (i / i~0)
    :ARG1 (t / thing~5
        :ARG1-of (c / comment-01~5
            :ARG0 (h / he~2))
        :mod (l / little~4)
        :mod (a / arrogant~3)))
"
B.433,"# ::tok We made promises of eternal love .
(p / promise-01~2
    :ARG0 (w / we~0)
    :ARG2 (l / love-01~5
        :duration (e / eternal~4)))
"
B.434,"# ::tok Humanitarian outreach and consolidation of control .
(a / and~2
    :op1 (r / reach-03~1
        :ARG2 (h / humanitarian~0))
    :op2 (c / consolidate-01~3
        :ARG1 (c2 / control-01~5)))
"
B.435,"# ::tok The ceremony will take place tonight .
(c / ceremony~1
    :time (d / date-entity~5
        :dayperiod (n / night~5)
        :mod (t / today~5)))
"
B.436,"# ::tok What about a car or truck ?
(a / amr-unknown~0
    :topic (o / or~4
        :op1 (c / car~3)
        :op2 (t / truck~5)))
"
B.437,"# ::tok I felt awful : exhausted , weak , upset .
(f / feel-01~1
    :ARG0 (i / i~0)
    :ARG1 (a2 / awful~2)
    :ARG2 (a / and~5
        :op1 (e / exhaust-01~4
            :ARG1 i)
        :op2 (w / weak-02~6
            :ARG1 i)
        :op3 (u / upset-01~8
            :ARG1 i)))
"
B.438,"# ::tok Growing vegetables and tending the garden .
(a / and~2
    :op1 (g2 / grow-03~0
        :ARG1 (v / vegetable~1))
    :op2 (t / tend-01~3
        :ARG1 (g / garden~5)))
"
B.439,"# ::tok He felt silently and secretly fulfilled .
(f / feel-01~1
    :ARG0 (h / he~0)
    :ARG1 (f2 / fulfill-01~5
        :ARG1 h
        :manner (a / and~3
            :op1 (s2 / silent~2)
            :op2 (s / secret~4))))
"
B.440,"# ::tok Painter stepped closer to the technician .
(s / step-01~1
    :ARG1 (p / person~0
        :name (n / name~0
            :op1 ""Painter""~0))
    :ARG2 (c / close-06~2
        :ARG1 p
        :ARG2 (t / technician~5)))
"
B.441,"# ::tok Wet hair clinging to her cheeks .
(c2 / cling-01~2
    :ARG0 (h / hair~1
        :ARG1-of (w / wet-01~0)
        :part-of (s / she~4
            :part (c / cheek~5)))
    :ARG1 c)
"
B.442,"# ::tok Eventually some of them became legends .
(b / become-01~4
    :ARG1 (s / some~1
        :ARG1-of (i / include-91~2
            :ARG2 (t / they~3)))
    :ARG2 (l / legend~5)
    :time (e / eventual~0))
"
B.443,"# ::tok She felt foolish and oddly frightened .
(f / feel-01~1
    :ARG0 (s / she~0)
    :ARG1 (a / and~3
        :op1 (f2 / foolish~2
            :domain s)
        :op2 (f3 / frighten-01~5
            :ARG1 s
            :manner (o / odd~4))))
"
B.444,"# ::tok Crisp , fresh onion , just enough cilantro .
(a / and~4
    :op1 (c / chip~0)
    :op2 (o / onion~3
        :ARG1-of (f / fresh-04~2))
    :op3 (c2 / cilantro~7
        :ARG1-of (h / have-quant-91~6
            :ARG3 (e / enough~6
                :mod (j / just~5)))))
"
B.445,"# ::tok Nordmann considered it all very carefully .
(c2 / consider-01~1
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Nordmann""~0))
    :ARG1 (i / it~2
        :mod (a / all~3))
    :ARG1-of (c / care-04~5
        :degree (v / very~4)))
"
B.446,"# ::tok I even hired a medical practitioner .
(h / hire-01~2
    :ARG0 (i / i~0)
    :ARG1 (p / person~5
        :ARG0-of (p2 / practice-01~5
            :ARG1 (m / medicine~4)))
    :mod (e / even~1))
"
B.447,"# ::tok Day before tomorrow , day after yesterday .
(a2 / and~3
    :op1 (d / day~0
        :mod (b / before~1
            :op1 (t / tomorrow~2)))
    :op2 (d2 / day~4
        :mod (a / after~5
            :op1 (y / yesterday~6))))
"
B.448,"# ::tok Was she a prescription drug addict ?
(a / addict-01~5
    :ARG1 (s / she~1)
    :ARG2 (d / drug~4
        :ARG1-of (p / prescribe-02~3))
    :polarity (a2 / amr-unknown~6))
"
B.449,"# ::tok Science and religion can indeed coexist .
(p / possible-01~3
    :ARG1 (c / coexist-01~5
        :ARG1 (s / science~0)
        :ARG2 (r / religion~2))
    :mod (i / indeed~4))
"
B.450,"# ::tok Consciously lying , he amended to himself ..
(a / amend-01~4
    :ARG0 (h / he~3)
    :ARG1 (l / lie-08~1
        :ARG0 h
        :manner (c / conscious~0))
    :ARG3 h)
"
B.451,"# ::tok Tricked by his own damn ruse !
(t / trick-01~0
    :ARG0 (r / ruse~5
        :mod (d / damn~4)
        :poss (h / he~2)))
"
B.452,"# ::tok I picked up the razor blade ...
(p / pick-up-04~1
    :ARG0 (i / i~0)
    :ARG1 (b / blade~5
        :part-of (r / razor~4)))
"
B.453,"# ::tok And we need a spy camera .
(a / and~0
    :op2 (n / need-01~2
        :ARG0 (w / we~1)
        :ARG1 (c / camera~5
            :instrument-of (s / spy-01~4))))
"
B.454,"# ::tok Italy was rich with art history .
(r / rich~2
    :domain (c / country~0
        :name (n / name~0
            :op1 ""Italy""~0))
    :prep-with (h / history~5
        :mod (a / art~4)))
"
B.455,"# ::tok Floor to ceiling windows covered it .
(c / cover-02~4
    :ARG1 (i / it~5)
    :ARG2 (w / window~3
        :extent (f / floor~0)))
"
B.456,"# ::tok She shrugged , hoping to look indifferent .
(a / and~2
    :op1 (s2 / shrug-01~1
        :ARG0 (s / she~0))
    :op2 (h / hope-01~3
        :ARG0 s
        :ARG1 (l / look-02~5
            :ARG0 s
            :ARG1 (i / indifferent-01~6
                :ARG1 s))))
"
B.457,"# ::tok Why should the knowledge threaten you ?
(r / recommend-01~1
    :ARG1 (t / threaten-01~4
        :ARG0 (k / know-01~3)
        :ARG2 (y / you~5))
    :ARG1-of (c / cause-01~0
        :ARG0 (a / amr-unknown~0)))
"
B.458,"# ::tok Was it fear , desperation , anger , grief ?
(a2 / and~3
    :domain (i / it~1)
    :op1 (f / fear-01~2)
    :op2 (d / despair-01~4)
    :op3 (a3 / anger-01~6)
    :op4 (g / grief~8)
    :polarity (a / amr-unknown~9))
"
B.459,"# ::tok We 're wired into your alarm system .
(w2 / wire-02~2
    :ARG1 (w / we~0)
    :ARG2 (s / system~6
        :ARG0-of (a / alarm-01~5)
        :poss (y / you~4)))
"
B.460,"# ::tok The woman you suspect of murder .
(w / woman~1
    :ARG0-of (m / murder-01~5
        :ARG1-of (s / suspect-01~3
            :ARG0 (y / you~2))))
"
B.461,"# ::tok His preference for basketball over golf .
(p / prefer-01~1
    :ARG0 (h / he~0)
    :ARG1 (b / basketball~3)
    :ARG2 (g / golf~5))
"
B.462,"# ::tok So smart and caring and hardworking .
(a / and~2
    :op1 (s / smart-06~1
        :degree (s2 / so~0))
    :op2 (c / care-03~3
        :degree s2)
    :op3 (w / work-01~5
        :degree s2))
"
B.463,"# ::tok A vampire can full on cry ?
(p / possible-01~2
    :ARG1 (c / cry-02~5
        :ARG0 (v / vampire~1)
        :degree (f / full-on~3))
    :polarity (a / amr-unknown~6))
"
B.464,"# ::tok A student intellectual turned leftist radical .
(t / turn-02~3
    :ARG1 (i / intellectual~2
        :ARG0-of (s / study-01~1))
    :ARG2 (p / person~5
        :ARG1-of (l / left-19~4)
        :ARG1-of (r / radical-02~5)))
"
B.465,"# ::tok Using magnetic resonance tomography , for example .
(e / exemplify-01~6
    :ARG0 (u / use-01~0
        :ARG1 (t / tomography~3
            :mod (r / resonate-01~2
                :ARG1 (m / magnet~1)))))
"
B.466,"# ::tok Is he teaching religious - symbolism classes again ?
(t / teach-01~2
    :ARG0 (h / he~1)
    :ARG1 (c / class~6
        :topic (s / symbolize-01~5
            :ARG1 (r / religion~3)))
    :mod (a / again~7)
    :polarity (a2 / amr-unknown~8))
"
B.467,"# ::tok And please not over the phone .
(a / and~0
    :op2 (b / be-located-at-91~3
        :ARG1 (y / you~1)
        :ARG2 (p / phone~5)
        :mode imperative~1
        :polarity -~2
        :polite +~1))
"
B.468,"# ::tok Have we seen the prosecution judge ?
(s / see-01~2
    :ARG0 (w / we~1)
    :ARG1 (p / person~5
        :ARG0-of (p2 / prosecute-01~4)
        :ARG0-of (h / have-org-role-91~5
            :ARG3 (j / judge-01~5)))
    :polarity (a / amr-unknown~6))
"
B.469,"# ::tok Then she laughed a barking laugh .
(l / laugh-01~2
    :ARG0 (s / she~1)
    :manner (l2 / laugh-01~5
        :mod (b / bark-01~4))
    :time (t / then~0))
"
B.470,"# ::tok A fully substantiated and provable fact .
(f / fact~5
    :ARG1-of (s / substantiate-01~2
        :degree (f2 / full~1))
    :ARG2-of (d / dispute-01~4
        :ARG1-of (p / possible-01~4)))
"
B.471,"# ::tok It was an upstairs back bedroom .
(b2 / bedroom~5
    :location (u / upstairs~3)
    :mod (b / back~4))
"
B.472,"# ::tok It 's built around an enclosed courtyard .
(b / build-01~2
    :ARG1 (i / it~0)
    :location (a / around~3
        :op1 (c2 / courtyard~6
            :ARG1-of (c / close-01~5))))
"
B.473,"# ::tok That was so irresponsible and dangerous .
(h / have-degree-91~2
    :ARG1 (t / that~0)
    :ARG2 (a / and~4
        :op1 (r / responsible-02~3
            :ARG1 t
            :polarity -~3)
        :op2 (e / endanger-01~5
            :ARG0 t))
    :ARG3 (s / so~2))
"
B.474,"# ::tok Long chandelier avocado colored earrings glistened .
(g / glimmer-01~5
    :ARG1 (e / earring~4
        :ARG1-of (c2 / color-01~3
            :ARG2 (a / avocado~2))
        :ARG1-of (l / long-03~0)
        :mod (c / chandelier~1)))
"
B.475,"# ::tok Unfortunately , my answers were n't any different .
(d / differ-02~7
    :ARG1 (t / thing~3
        :ARG2-of (a / answer-01~3
            :ARG0 (i / i~2)))
    :ARG2-of (f / fortunate-01~0
        :polarity -~5)
    :polarity -~5)
"
B.476,"# ::tok Beyond the limits of the law .
(b / beyond~0
    :op1 (l2 / limit-01~2
        :ARG1 (l / law~5)))
"
B.477,"# ::tok My skin feels like melting wax .
(f / feel-05~2
    :ARG1 (s / skin~1
        :part-of (i / i~0))
    :ARG2 (r / resemble-01~3
        :ARG2 (w / wax~5
            :ARG1-of (m / melt-01~4))))
"
B.478,"# ::tok Guitar chords lent a soothing strum .
(l / lend-01~2
    :ARG0 (n / note~1
        :mod (g / guitar~0))
    :ARG1 (s / strum~5
        :ARG0-of (c / comfort-01~4)))
"
B.479,"# ::tok She pointed at my swollen jaw .
(p / point-01~1
    :ARG0 (s / she~0)
    :ARG2 (j / jaw~5
        :ARG1-of (s2 / swell-01~4)
        :part-of (i / i~3)))
"
B.480,"# ::tok In particular , my hand remained motionless .
(r / remain-01~5
    :ARG1 (h / hand~4
        :part-of (i / i~3))
    :ARG3 (m / move-01~6
        :ARG1 h
        :polarity -~6)
    :mod (p / particular~1))
"
B.481,"# ::tok Armed security guards arrived in force .
(a2 / arrive-01~3
    :ARG1 (p / person~2
        :ARG0-of (g / guard-01~2
            :ARG1 (s / security~1))
        :ARG1-of (a / arm-01~0))
    :ARG2-of (f / force-01~5))
"
B.482,"# ::tok I do n't have dissociative identity disorder .
(h / have-03~3
    :ARG0 (i / i~0)
    :ARG1 (d / disorder~6
        :name (n / name~6
            :op1 ""dissociative""~4
            :op2 ""identity""~5)
        :mod ""identity""~5)
    :polarity -~2)
"
